id,year,statename,pcname,candidate,sex,age,category,partydesc,party,symbol,evm,postal,total,overelectors,overpolled,electors,rank,polled,win,runner,alliance
156,2019,ANDHRA PRADESH,Kakinada,ANKADI SATHIBABU,,,GEN,Independent,IND,,1381,0,1381,,0.11,,12,1234655,0,0,OTHERS
157,2019,ANDHRA PRADESH,Kakinada,SATHI VEERALAKSHMI,,,GEN,Pyramid Party of India,PPI,,1117,2,1119,,0.09,,13,1234655,0,0,OTHERS
158,2019,ANDHRA PRADESH,Kakinada,VASAMSETTY VENKATARAMANA,,,GEN,All India Forward Bloc,AIFB,,1012,2,1014,,0.08,,14,1234655,0,0,OTHERS
159,2019,ANDHRA PRADESH,Kakinada,DONAM NEELAKANTAM,,,GEN,All India Praja Party,AIPP,,980,0,980,,0.08,,15,1234655,0,0,OTHERS
160,2019,ANDHRA PRADESH,Kakinada,PEDDIMSETTI. VENKATESWARARAO,,,GEN,Jana Jagruti Party,JJP,,812,3,815,,0.07,,16,1234655,0,0,OTHERS
161,2019,ANDHRA PRADESH,Kurnool,AYUSHMAN DOCTOR SANJEEV KUMAR,,,GEN,Yuvajana Sramika Rythu Congress Party,YSRCP,,600650,2364,603014,,50.97,,1,1183035,1,0,OTHERS
162,2019,ANDHRA PRADESH,Kurnool,KOTLA JAYA SURYA PRAKASH REDDY,,,GEN,Telugu Desam,TD,,450787,3324,454111,,38.39,,2,1183035,0,1,OTHERS
163,2019,ANDHRA PRADESH,Kurnool,AHMED ALI KHAN,,,GEN,Indian National Congress,INC,,36229,89,36318,,3.07,,3,1183035,0,0,OTHERS
164,2019,ANDHRA PRADESH,Kurnool,Dr. PARTHASARATHI VALMIKI,,,GEN,Bharatiya Janata Party,BJP,,24107,241,24348,,2.06,,4,1183035,0,0,OTHERS
165,2019,ANDHRA PRADESH,Kurnool,K. PRABHAKARA REDDY,,,GEN,Communist Party of India (Marxist),CPI(M),,18835,101,18936,,1.6,,5,1183035,0,0,OTHERS
166,2019,ANDHRA PRADESH,Kurnool,T. BEECHUPALLY,,,GEN,Independent,IND,,9776,0,9776,,0.83,,6,1183035,0,0,OTHERS
167,2019,ANDHRA PRADESH,Kurnool,NOTA,,,GEN,None of the Above,NA,,7650,26,7676,,0.65,,7,1183035,0,0,OTHERS
168,2019,ANDHRA PRADESH,Kurnool,ABDUL WARIS,,,GEN,SOCIAL DEMOCRATIC PARTY OF INDIA,SDPOI,,7263,4,7267,,0.61,,8,1183035,0,0,OTHERS
169,2019,ANDHRA PRADESH,Kurnool,P.V. SRIHARI,,,GEN,Independent,IND,,6549,3,6552,,0.55,,9,1183035,0,0,OTHERS
170,2019,ANDHRA PRADESH,Kurnool,DANDU SESHU YADAV,,,GEN,Samajwadi Party,SP,,3266,2,3268,,0.28,,10,1183035,0,0,OTHERS
171,2019,ANDHRA PRADESH,Kurnool,BALIJA. SHIVA KUMAR,,,GEN,Independent,IND,,2741,0,2741,,0.23,,11,1183035,0,0,OTHERS
172,2019,ANDHRA PRADESH,Kurnool,G Sanjeeva Kumar,,,GEN,Samajwadi Forward Bloc,SFB,,2099,2,2101,,0.18,,12,1183035,0,0,OTHERS
173,2019,ANDHRA PRADESH,Kurnool,DEVARAPOGU MADDILETY,,,GEN,Independent,IND,,1696,1,1697,,0.14,,13,1183035,0,0,OTHERS
174,2019,ANDHRA PRADESH,Kurnool,HATCHOLI THOMAS,,,GEN,Independent,IND,,1489,7,1496,,0.13,,14,1183035,0,0,OTHERS
175,2019,ANDHRA PRADESH,Kurnool,M. NAGANNA,,,GEN,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),SUCOI(C),,1283,2,1285,,0.11,,15,1183035,0,0,OTHERS
176,2019,ANDHRA PRADESH,Kurnool,KASULA RAJASEKHAR,,,GEN,Pyramid Party of India,PPI,,1223,3,1226,,0.1,,16,1183035,0,0,OTHERS
177,2019,ANDHRA PRADESH,Kurnool,S.MD. SHAFATH,,,GEN,Rayalaseema Rashtra Samithi,RRS,,1222,1,1223,,0.1,,17,1183035,0,0,OTHERS
178,2019,ANDHRA PRADESH,Machilipatnam,BALASHOWRY VALLABHANENI,,,GEN,Yuvajana Sramika Rythu Congress Party,YSRCP,,567592,5258,572850,,46.03,,1,1244570,1,0,OTHERS
179,2019,ANDHRA PRADESH,Machilipatnam,KONAKALLA NARAYANA RAO,,,GEN,Telugu Desam,TD,,509887,2725,512612,,41.19,,2,1244570,0,1,OTHERS
180,2019,ANDHRA PRADESH,Machilipatnam,BANDREDDI RAMAKRISHNA,,,GEN,Janasena Party,JP,,112566,876,113442,,9.11,,3,1244570,0,0,OTHERS
181,2019,ANDHRA PRADESH,Machilipatnam,NOTA,,,GEN,None of the Above,NA,,14067,34,14101,,1.13,,4,1244570,0,0,OTHERS
182,2019,ANDHRA PRADESH,Machilipatnam,GOLLU KRISHNA,,,GEN,Indian National Congress,INC,,12233,77,12310,,0.99,,5,1244570,0,0,OTHERS
183,2019,ANDHRA PRADESH,Machilipatnam,GUDIVAKA RAMANJANEYULU,,,GEN,Bharatiya Janata Party,BJP,,6374,107,6481,,0.52,,6,1244570,0,0,OTHERS
184,2019,ANDHRA PRADESH,Machilipatnam,VIJAYA LAKSHMI CHALAPAKA,,,GEN,Independent,IND,,4776,13,4789,,0.38,,7,1244570,0,0,OTHERS
185,2019,ANDHRA PRADESH,Machilipatnam,PERAM SIVA NAGESWARA RAO,,,GEN,Republican Party of India (A),RPI(A),,3625,2,3627,,0.29,,8,1244570,0,0,OTHERS
186,2019,ANDHRA PRADESH,Machilipatnam,YARLAGADDA RAMA MOHANA RAO,,,GEN,Bahujan Maha Party,BMP-III,,1016,1,1017,,0.08,,9,1244570,0,0,OTHERS
187,2019,ANDHRA PRADESH,Machilipatnam,GUDIVAKA VENKATA NAGA BASAVA RAO,,,GEN,Independent,IND,,894,1,895,,0.07,,10,1244570,0,0,OTHERS
188,2019,ANDHRA PRADESH,Machilipatnam,GANDHI DHANEKULA,,,GEN,Independent,IND,,846,0,846,,0.07,,11,1244570,0,0,OTHERS
189,2019,ANDHRA PRADESH,Machilipatnam,VALLURU VENKATESWARA RAO,,,GEN,Pyramid Party of India,PPI,,824,2,826,,0.07,,12,1244570,0,0,OTHERS
190,2019,ANDHRA PRADESH,Machilipatnam,NADAKUDITI NAGA GAYATHRI,,,GEN,Independent,IND,,772,2,774,,0.06,,13,1244570,0,0,OTHERS
191,2019,ANDHRA PRADESH,Nandyal,POCHA . BRAHMANANDA REDDY,,,GEN,Yuvajana Sramika Rythu Congress Party,YSRCP,,715024,5864,720888,,55.49,,1,1299093,1,0,OTHERS
192,2019,ANDHRA PRADESH,Nandyal,MANDRA SIVANANDA REDDY,,,GEN,Telugu Desam,TD,,466869,3900,470769,,36.24,,2,1299093,0,1,OTHERS
193,2019,ANDHRA PRADESH,Nandyal,S.P.Y. REDDY,,,GEN,Janasena Party,JP,,38568,303,38871,,2.99,,3,1299093,0,0,OTHERS
194,2019,ANDHRA PRADESH,Nandyal,JANGITE LAKSHMI NARASIMHA YADAV,,,GEN,Indian National Congress,INC,,14313,107,14420,,1.11,,4,1299093,0,0,OTHERS
195,2019,ANDHRA PRADESH,Nandyal,NOTA,,,GEN,None of the Above,NA,,9759,32,9791,,0.75,,5,1299093,0,0,OTHERS
196,2019,ANDHRA PRADESH,Nandyal,ADINARAYANA INTY,,,GEN,Bharatiya Janata Party,BJP,,8794,272,9066,,0.7,,6,1299093,0,0,OTHERS
197,2019,ANDHRA PRADESH,Nandyal,POLURU GURUVAIAH.,,,GEN,Independent,IND,,6099,0,6099,,0.47,,7,1299093,0,0,OTHERS
198,2019,ANDHRA PRADESH,Nandyal,BHUMA KISHOR REDDY,,,GEN,Independent,IND,,4848,4,4852,,0.37,,8,1299093,0,0,OTHERS
199,2019,ANDHRA PRADESH,Nandyal,JESTADI SUDHAKAR,,,GEN,Independent,IND,,4542,0,4542,,0.35,,9,1299093,0,0,OTHERS
200,2019,ANDHRA PRADESH,Nandyal,D. P. JAMAL BASHA.,,,GEN,Anna YSR Congress Party,AYCP,,3981,108,4089,,0.31,,10,1299093,0,0,OTHERS
201,2019,ANDHRA PRADESH,Nandyal,I.V. PAKKIR REDDY,,,GEN,Independent,IND,,3103,0,3103,,0.24,,11,1299093,0,0,OTHERS
202,2019,ANDHRA PRADESH,Nandyal,B.C. RAMANATHA REDDY,,,GEN,Independent,IND,,2543,0,2543,,0.2,,12,1299093,0,0,OTHERS
203,2019,ANDHRA PRADESH,Nandyal,VANGALA PARAMESWARA REDDY.,,,GEN,Independent,IND,,2380,2,2382,,0.18,,13,1299093,0,0,OTHERS
204,2019,ANDHRA PRADESH,Nandyal,C. SURENDRA NATH REDDY,,,GEN,Independent,IND,,1708,0,1708,,0.13,,14,1299093,0,0,OTHERS
205,2019,ANDHRA PRADESH,Nandyal,Dr. LAKSHMI KANTHA REDDY CHITLA,,,GEN,Independent,IND,,1428,1,1429,,0.11,,15,1299093,0,0,OTHERS
206,2019,ANDHRA PRADESH,Nandyal,PULA. NAGAMADDILETY,,,GEN,Ambedkar National Congress,ANC,,931,6,937,,0.07,,16,1299093,0,0,OTHERS
207,2019,ANDHRA PRADESH,Nandyal,S. A. INDUMATHI,,,GEN,Independent,IND,,842,5,847,,0.07,,17,1299093,0,0,OTHERS
208,2019,ANDHRA PRADESH,Nandyal,K.P. KAMBAGIRISWAMY.,,,GEN,Independent,IND,,765,2,767,,0.06,,18,1299093,0,0,OTHERS
209,2019,ANDHRA PRADESH,Nandyal,RUDDIREDDY RADHAKRISHNA,,,GEN,All India Forward Bloc,AIFB,,667,6,673,,0.05,,19,1299093,0,0,OTHERS
210,2019,ANDHRA PRADESH,Nandyal,ELLURI. BHUPAL.,,,GEN,Independent,IND,,667,1,668,,0.05,,20,1299093,0,0,OTHERS
211,2019,ANDHRA PRADESH,Nandyal,D. MAHAMMAD RAFI .,,,GEN,B. C. United Front,BCUF,,645,4,649,,0.05,,21,1299093,0,0,OTHERS
212,2019,ANDHRA PRADESH,Narasaraopet,LAVU SRI KRISHNA DEVARAYALU,,,GEN,Yuvajana Sramika Rythu Congress Party,YSRCP,,740509,5048,745557,,51.87,,1,1437420,1,0,OTHERS
213,2019,ANDHRA PRADESH,Narasaraopet,RAYAPATI SAMBASIVARAO,,,GEN,Telugu Desam,TD,,589344,2211,591555,,41.15,,2,1437420,0,1,OTHERS
214,2019,ANDHRA PRADESH,Narasaraopet,NAYUB KAMAL SHAIK,,,GEN,Janasena Party,JP,,50713,295,51008,,3.55,,3,1437420,0,0,OTHERS
215,2019,ANDHRA PRADESH,Narasaraopet,KANNA LAKSHMI NARAYANA,,,GEN,Bharatiya Janata Party,BJP,,15255,231,15486,,1.08,,4,1437420,0,0,OTHERS
216,2019,ANDHRA PRADESH,Narasaraopet,NOTA,,,GEN,None of the Above,NA,,12489,38,12527,,0.87,,5,1437420,0,0,OTHERS
217,2019,ANDHRA PRADESH,Narasaraopet,PAKKALA SURIBABU,,,GEN,Indian National Congress,INC,,10977,56,11033,,0.77,,6,1437420,0,0,OTHERS
218,2019,ANDHRA PRADESH,Narasaraopet,ALLU VENKATAREDDY,,,GEN,Pyramid Party of India,PPI,,2890,4,2894,,0.2,,7,1437420,0,0,OTHERS
219,2019,ANDHRA PRADESH,Narasaraopet,DURGAMPUDI RAMIREDDY,,,GEN,Independent,IND,,2684,1,2685,,0.19,,8,1437420,0,0,OTHERS
220,2019,ANDHRA PRADESH,Narasaraopet,REDDYBOINA PRASANNA KUMAR,,,GEN,Independent,IND,,1382,1,1383,,0.1,,9,1437420,0,0,OTHERS
221,2019,ANDHRA PRADESH,Narasaraopet,PARIMI NARASIMHA RAO,,,GEN,Independent,IND,,998,2,1000,,0.07,,10,1437420,0,0,OTHERS
222,2019,ANDHRA PRADESH,Narasaraopet,KANAKAM SRINIVASARAO,,,GEN,National Nava Kranthi Party,NNKP,,883,4,887,,0.06,,11,1437420,0,0,OTHERS
223,2019,ANDHRA PRADESH,Narasaraopet,GADDALA VENU,,,GEN,Independent,IND,,619,3,622,,0.04,,12,1437420,0,0,OTHERS
224,2019,ANDHRA PRADESH,Narasaraopet,SURABHI DEVASAHAYAM,,,GEN,Indian Union Muslim League,IUML,,418,0,418,,0.03,,13,1437420,0,0,OTHERS
225,2019,ANDHRA PRADESH,Narasaraopet,KANTE SAYANNA,,,GEN,Independent,IND,,364,1,365,,0.03,,14,1437420,0,0,OTHERS
226,2019,ANDHRA PRADESH,Narsapuram,KANUMURU RAGHU RAMA KRISHNA RAJU,,,GEN,Yuvajana Sramika Rythu Congress Party,YSRCP,,444376,4858,449234,,38.14,,1,1177738,1,0,OTHERS
227,2019,ANDHRA PRADESH,Narsapuram,V.V. SIVA RAMA RAJU (KALAVAPUDI SIVA),,,GEN,Telugu Desam,TD,,414547,2011,416558,,35.37,,2,1177738,0,1,OTHERS
228,2019,ANDHRA PRADESH,Narsapuram,NAGABABU KONIDELA,,,GEN,Janasena Party,JP,,249188,1614,250802,,21.3,,3,1177738,0,0,OTHERS
229,2019,ANDHRA PRADESH,Narsapuram,KANUMURU BAPIRAJU,,,GEN,Indian National Congress,INC,,13809,132,13941,,1.18,,4,1177738,0,0,OTHERS
230,2019,ANDHRA PRADESH,Narsapuram,PYDIKONDALA MANIKYALA RAO,,,GEN,Bharatiya Janata Party,BJP,,12154,260,12414,,1.05,,5,1177738,0,0,OTHERS
231,2019,ANDHRA PRADESH,Narsapuram,NOTA,,,GEN,None of the Above,NA,,12074,35,12109,,1.03,,6,1177738,0,0,OTHERS
232,2019,ANDHRA PRADESH,Narsapuram,YELLA VENU GOPAL RAO,,,GEN,Nava Samaj Party,NSP,,4284,2,4286,,0.36,,7,1177738,0,0,OTHERS
233,2019,ANDHRA PRADESH,Narsapuram,G S RAJU,,,GEN,Samajwadi Party,SP,,3468,3,3471,,0.29,,8,1177738,0,0,OTHERS
234,2019,ANDHRA PRADESH,Narsapuram,K.A.PAUL,,,GEN,Praja Shanthi Party,PSP-IV,,3027,19,3046,,0.26,,9,1177738,0,0,OTHERS
235,2019,ANDHRA PRADESH,Narsapuram,MEDAPATI VARAHALA REDDY,,,GEN,Independent,IND,,2681,3,2684,,0.23,,10,1177738,0,0,OTHERS
236,2019,ANDHRA PRADESH,Narsapuram,NALLI RAJESH,,,GEN,Independent,IND,,2651,2,2653,,0.23,,11,1177738,0,0,OTHERS
237,2019,ANDHRA PRADESH,Narsapuram,NALLAM SURYA CHANDRA RAO,,,GEN,Pyramid Party of India,PPI,,2201,9,2210,,0.19,,12,1177738,0,0,OTHERS
238,2019,ANDHRA PRADESH,Narsapuram,DASARI KRISHNA MURTHY,,,GEN,India Praja Bandhu Party,IPBP,,1603,0,1603,,0.14,,13,1177738,0,0,OTHERS
239,2019,ANDHRA PRADESH,Narsapuram,GOTTUMUKKALA SHIVAJI,,,GEN,Independent,IND,,1275,0,1275,,0.11,,14,1177738,0,0,OTHERS
240,2019,ANDHRA PRADESH,Narsapuram,GANJI PURNIMA,,,GEN,Republican Party of India (A),RPI(A),,867,2,869,,0.07,,15,1177738,0,0,OTHERS
241,2019,ANDHRA PRADESH,Narsapuram,GURUGUBILLI RAMBABU,,,GEN,Marxist Communist Party of India (United),MCPI(U),,583,0,583,,0.05,,16,1177738,0,0,OTHERS
242,2019,ANDHRA PRADESH,Nellore,Adala Prabhakara Reddy,,,GEN,Yuvajana Sramika Rythu Congress Party,YSRCP,,677014,6816,683830,,53.13,,1,1287036,1,0,OTHERS
243,2019,ANDHRA PRADESH,Nellore,Beeda Masthan Rao,,,GEN,Telugu Desam,TD,,529571,5688,535259,,41.59,,2,1287036,0,1,OTHERS
244,2019,ANDHRA PRADESH,Nellore,Chandra Rajagopal,,,GEN,Communist Party of India (Marxist),CPI(M),,18571,259,18830,,1.46,,3,1287036,0,0,OTHERS
245,2019,ANDHRA PRADESH,Nellore,NOTA,,,GEN,None of the Above,NA,,17128,33,17161,,1.33,,4,1287036,0,0,OTHERS
246,2019,ANDHRA PRADESH,Nellore,Sannapureddy Suresh Reddy,,,GEN,Bharatiya Janata Party,BJP,,12278,235,12513,,0.97,,5,1287036,0,0,OTHERS
247,2019,ANDHRA PRADESH,Nellore,Chevuru Devakumar Reddy,,,GEN,Indian National Congress,INC,,9973,48,10021,,0.78,,6,1287036,0,0,OTHERS
248,2019,ANDHRA PRADESH,Nellore,Narasapuram Prasad,,,GEN,Independent,IND,,2397,2,2399,,0.19,,7,1287036,0,0,OTHERS
249,2019,ANDHRA PRADESH,Nellore,Dr. S. Suresh Babu,,,GEN,Independent,IND,,1482,0,1482,,0.12,,8,1287036,0,0,OTHERS
250,2019,ANDHRA PRADESH,Nellore,Shaik Mahaboob Basha (Mabu),,,GEN,Republican Party of India (A),RPI(A),,1317,2,1319,,0.1,,9,1287036,0,0,OTHERS
251,2019,ANDHRA PRADESH,Nellore,Butti Nagaraju,,,GEN,Independent,IND,,1089,12,1101,,0.09,,10,1287036,0,0,OTHERS
252,2019,ANDHRA PRADESH,Nellore,Sukapalli Naveen,,,GEN,Independent,IND,,1014,0,1014,,0.08,,11,1287036,0,0,OTHERS
253,2019,ANDHRA PRADESH,Nellore,Chinni Venkateswarlu,,,GEN,Pyramid Party of India,PPI,,836,5,841,,0.07,,12,1287036,0,0,OTHERS
254,2019,ANDHRA PRADESH,Nellore,Kankanala Penchala Naidu,,,GEN,Independent,IND,,667,1,668,,0.05,,13,1287036,0,0,OTHERS
255,2019,ANDHRA PRADESH,Nellore,Meda Malla Reddy,,,GEN,Independent,IND,,597,1,598,,0.05,,14,1287036,0,0,OTHERS
256,2019,ANDHRA PRADESH,Ongole,MAGUNTA SREENIVASULU REDDY,,,GEN,Yuvajana Sramika Rythu Congress Party,YSRCP,,729344,9858,739202,,55.07,,1,1342368,1,0,OTHERS
257,2019,ANDHRA PRADESH,Ongole,SIDDA RAGHAVA RAO,,,GEN,Telugu Desam,TD,,516287,8064,524351,,39.06,,2,1342368,0,1,OTHERS
258,2019,ANDHRA PRADESH,Ongole,BELLAMKONDA SAIBABU,,,GEN,Janasena Party,JP,,29054,325,29379,,2.19,,3,1342368,0,0,OTHERS
259,2019,ANDHRA PRADESH,Ongole,NOTA,,,GEN,None of the Above,NA,,20843,22,20865,,1.55,,4,1342368,0,0,OTHERS
260,2019,ANDHRA PRADESH,Ongole,THOGANTI SREENIVASULU,,,GEN,Bharatiya Janata Party,BJP,,7587,642,8229,,0.61,,5,1342368,0,0,OTHERS
261,2019,ANDHRA PRADESH,Ongole,DR SIRIVELLA PRASAD,,,GEN,Indian National Congress,INC,,8001,138,8139,,0.61,,6,1342368,0,0,OTHERS
262,2019,ANDHRA PRADESH,Ongole,MARAM SRINIVASA REDDY,,,GEN,Praja Shanthi Party,PSP-IV,,3253,5,3258,,0.24,,7,1342368,0,0,OTHERS
263,2019,ANDHRA PRADESH,Ongole,VENKATESH VEPURI,,,GEN,Independent,IND,,3208,4,3212,,0.24,,8,1342368,0,0,OTHERS
264,2019,ANDHRA PRADESH,Ongole,MOHAN AYYAPPA,,,GEN,Independent,IND,,1451,0,1451,,0.11,,9,1342368,0,0,OTHERS
265,2019,ANDHRA PRADESH,Ongole,MADHU YATTAPU,,,GEN,Independent,IND,,1160,0,1160,,0.09,,10,1342368,0,0,OTHERS
266,2019,ANDHRA PRADESH,Ongole,VENKATESAN BABURAO,,,GEN,India Praja Bandhu Party,IPBP,,1068,5,1073,,0.08,,11,1342368,0,0,OTHERS
267,2019,ANDHRA PRADESH,Ongole,KONDA PRAVEEN KUMAR,,,GEN,Navodayam Party,NP-II,,805,6,811,,0.06,,12,1342368,0,0,OTHERS
268,2019,ANDHRA PRADESH,Ongole,BILLA CHENNAIAH,,,GEN,Independent,IND,,671,2,673,,0.05,,13,1342368,0,0,OTHERS
269,2019,ANDHRA PRADESH,Ongole,KAVURI VENU BABU NAIDU,,,GEN,Independent,IND,,564,1,565,,0.04,,14,1342368,0,0,OTHERS
270,2019,ANDHRA PRADESH,Rajahmundry,MARGANI BHARAT,,,GEN,Yuvajana Sramika Rythu Congress Party,YSRCP,,578471,3553,582024,,46.55,,1,1250427,1,0,OTHERS
271,2019,ANDHRA PRADESH,Rajahmundry,MAGANTI ROOPA,,,GEN,Telugu Desam,TD,,459100,1290,460390,,36.82,,2,1250427,0,1,OTHERS
272,2019,ANDHRA PRADESH,Rajahmundry,AKULA SATYANARAYANA,,,GEN,Janasena Party,JP,,155164,643,155807,,12.46,,3,1250427,0,0,OTHERS
273,2019,ANDHRA PRADESH,Rajahmundry,NOTA,,,GEN,None of the Above,NA,,18064,23,18087,,1.45,,4,1250427,0,0,OTHERS
274,2019,ANDHRA PRADESH,Rajahmundry,NALLURI VIJAYA SRINIVASA RAO,,,GEN,Indian National Congress,INC,,12678,47,12725,,1.02,,5,1250427,0,0,OTHERS
275,2019,ANDHRA PRADESH,Rajahmundry,PARAVASTU SATYA GOPINATH DAS,,,GEN,Bharatiya Janata Party,BJP,,12165,169,12334,,0.99,,6,1250427,0,0,OTHERS
276,2019,ANDHRA PRADESH,Rajahmundry,KOLLAPU VENU,,,GEN,Independent,IND,,2868,1,2869,,0.23,,7,1250427,0,0,OTHERS
277,2019,ANDHRA PRADESH,Rajahmundry,GEDDAM DAVID NELSON BABU,,,GEN,Ambedkarite Party of India,API,,1752,5,1757,,0.14,,8,1250427,0,0,OTHERS
278,2019,ANDHRA PRADESH,Rajahmundry,KURUVELLA BHANUCHANDAR,,,GEN,Independent,IND,,1242,0,1242,,0.1,,9,1250427,0,0,OTHERS
279,2019,ANDHRA PRADESH,Rajahmundry,SANGISETTI SRINIVASA RAO,,,GEN,Pyramid Party of India,PPI,,1156,5,1161,,0.09,,10,1250427,0,0,OTHERS
280,2019,ANDHRA PRADESH,Rajahmundry,BANDARU RAJESWARA RAO,,,GEN,Jana Jagruti Party,JJP,,1034,1,1035,,0.08,,11,1250427,0,0,OTHERS
281,2019,ANDHRA PRADESH,Rajahmundry,MEDA SRINIVAS,,,GEN,Rashtriya Praja Congress (Secular),RPC(S),,994,2,996,,0.08,,12,1250427,0,0,OTHERS
282,2019,ANDHRA PRADESH,Rajampet,P.V.MIDHUN REDDY,,,GEN,Yuvajana Sramika Rythu Congress Party,YSRCP,,695277,6934,702211,,57.35,,1,1224354,1,0,OTHERS
283,2019,ANDHRA PRADESH,Rajampet,D A SATHYA PRABHA,,,GEN,Telugu Desam,TD,,429710,4217,433927,,35.44,,2,1224354,0,1,OTHERS
284,2019,ANDHRA PRADESH,Rajampet,SYED MUKARRAM,,,GEN,Janasena Party,JP,,33833,153,33986,,2.78,,3,1224354,0,0,OTHERS
285,2019,ANDHRA PRADESH,Rajampet,NOTA,,,GEN,None of the Above,NA,,21289,50,21339,,1.74,,4,1224354,0,0,OTHERS
286,2019,ANDHRA PRADESH,Rajampet,M.SHAJAHAN BASHA (JAHA),,,GEN,Indian National Congress,INC,,20959,191,21150,,1.73,,5,1224354,0,0,OTHERS
287,2019,ANDHRA PRADESH,Rajampet,PASUPULETI VENKATARAMANA ROYAL,,,GEN,Independent,IND,,3809,12,3821,,0.31,,6,1224354,0,0,OTHERS
288,2019,ANDHRA PRADESH,Rajampet,ASADI. VENKATADRI,,,GEN,Rashtriya Krantikari Samajwadi Party,RKSP,,3449,11,3460,,0.28,,7,1224354,0,0,OTHERS
289,2019,ANDHRA PRADESH,Rajampet,NARESH KUMAR POOJALA,,,GEN,Independent,IND,,1761,7,1768,,0.14,,8,1224354,0,0,OTHERS
290,2019,ANDHRA PRADESH,Rajampet,KHADER VALI SHAIK,,,GEN,Indian Union Muslim League,IUML,,1555,2,1557,,0.13,,9,1224354,0,0,OTHERS
291,2019,ANDHRA PRADESH,Rajampet,KARIMULLA KHAN PATTAN,,,GEN,Navataram Party,NP-I,,1132,3,1135,,0.09,,10,1224354,0,0,OTHERS
292,2019,ANDHRA PRADESH,Srikakulam,KINJARAPU RAM MOHAN NAIDU,,,GEN,Telugu Desam,TD,,529213,5331,534544,,46.19,,1,1157329,1,0,OTHERS
293,2019,ANDHRA PRADESH,Srikakulam,DUVVADA SRINIVAS,,,GEN,Yuvajana Sramika Rythu Congress Party,YSRCP,,520931,6960,527891,,45.61,,2,1157329,0,1,OTHERS
294,2019,ANDHRA PRADESH,Srikakulam,METTA RAMARAO,,,GEN,Janasena Party,JP,,31319,637,31956,,2.76,,3,1157329,0,0,OTHERS
295,2019,ANDHRA PRADESH,Srikakulam,NOTA,,,GEN,None of the Above,NA,,25500,45,25545,,2.21,,4,1157329,0,0,OTHERS
296,2019,ANDHRA PRADESH,Srikakulam,DOLA JAGAN,,,GEN,Indian National Congress,INC,,13456,289,13745,,1.19,,5,1157329,0,0,OTHERS
297,2019,ANDHRA PRADESH,Srikakulam,PERLA SAMBA MURTHY,,,GEN,Bharatiya Janata Party,BJP,,7357,1033,8390,,0.72,,6,1157329,0,0,OTHERS
298,2019,ANDHRA PRADESH,Srikakulam,NAIDUGARI RAJASEKHAR,,,GEN,Independent,IND,,5151,5,5156,,0.45,,7,1157329,0,0,OTHERS
299,2019,ANDHRA PRADESH,Srikakulam,NAMBALLA KRISHNA MOHAN,,,GEN,Independent,IND,,4829,7,4836,,0.42,,8,1157329,0,0,OTHERS
300,2019,ANDHRA PRADESH,Srikakulam,BETHA VIVEKANANDA MAHARAJ,,,GEN,Independent,IND,,3814,4,3818,,0.33,,9,1157329,0,0,OTHERS
301,2019,ANDHRA PRADESH,Srikakulam,MATTA SATISH CHAKRAVARTHY,,,GEN,Pyramid Party of India,PPI,,1441,7,1448,,0.13,,10,1157329,0,0,OTHERS
302,2019,ANDHRA PRADESH,Tirupati (SC),Balli Durga Prasad Rao,,,SC,Yuvajana Sramika Rythu Congress Party,YSRCP,,717924,4953,722877,,55.03,,1,1313515,1,0,OTHERS
303,2019,ANDHRA PRADESH,Tirupati (SC),Panabaka Lakshmi,,,SC,Telugu Desam,TD,,490605,3896,494501,,37.65,,2,1313515,0,1,OTHERS
304,2019,ANDHRA PRADESH,Tirupati (SC),NOTA,,,SC,None of the Above,NA,,25750,31,25781,,1.96,,3,1313515,0,0,OTHERS
305,2019,ANDHRA PRADESH,Tirupati (SC),Chintamohan,,,SC,Indian National Congress,INC,,23926,113,24039,,1.83,,4,1313515,0,0,OTHERS
306,2019,ANDHRA PRADESH,Tirupati (SC),Doctor Daggumati Sreehari Rao,,,SC,Bahujan Samaj Party,BSP,,20847,124,20971,,1.6,,5,1313515,0,0,OTHERS
307,2019,ANDHRA PRADESH,Tirupati (SC),Bommi Srihari Rao,,,SC,Bharatiya Janata Party,BJP,,16001,124,16125,,1.23,,6,1313515,0,0,OTHERS
308,2019,ANDHRA PRADESH,Tirupati (SC),K.S. Munirathnam,,,SC,Independent,IND,,2117,2,2119,,0.16,,7,1313515,0,0,OTHERS
309,2019,ANDHRA PRADESH,Tirupati (SC),M. Solomon,,,SC,Andhra Rastra Praja Samithi,ARPS,,1563,0,1563,,0.12,,8,1313515,0,0,OTHERS
310,2019,ANDHRA PRADESH,Tirupati (SC),Kattamanchi Prabhakar,,,SC,Independent,IND,,1430,0,1430,,0.11,,9,1313515,0,0,OTHERS
311,2019,ANDHRA PRADESH,Tirupati (SC),Bokkam. Ramesh,,,SC,Viduthalai Chiruthaigal Katchi,VCK,,1194,1,1195,,0.09,,10,1313515,0,0,OTHERS
312,2019,ANDHRA PRADESH,Tirupati (SC),Karra Siva (Pyramid Siva),,,SC,Pyramid Party of India,PPI,,998,5,1003,,0.08,,11,1313515,0,0,OTHERS
313,2019,ANDHRA PRADESH,Tirupati (SC),Viruvuru Sudhakar,,,SC,Vishwa Jana Party,VJP,,995,3,998,,0.08,,12,1313515,0,0,OTHERS
